gene	vegrepl1-mrna-Jan2017-rpkm	0hr mrna rpkm	1.5 hr mrna rpkm	3hr mrna rpkm	4.5hr mrna rpkm	6hr mrna rpkm	8hr mrna rpkm	10hr mrna rpkm	spore mrna rpkm	MATa/a mrna rpkm
YHR055C	2.554034442	0	0	1.289371221	0.96589988	1.097592026	5.67926672	7.776301862	1.813709481	0
YHR056C	67.16755857	106.7439949	34.48101482	38.35879382	20.14303709	16.48674689	19.87743352	26.46102717	19.39661528	30.56976335
YHR056W-A	1.716311145	0	0	1.732914921	1.622711799	0	0	0	6.094063856	0
YHR057C	446.9560274	1931.900693	1081.287158	1365.485716	1732.855543	1108.355509	887.9441915	877.0915955	1329.390543	580.5060558
YHR058C	180.725698	124.8745756	95.82092539	92.21807211	66.4371135	69.31532253	105.6096685	85.49705797	99.35973679	167.4691383
YHR059W	366.2623446	316.2489253	103.5901896	139.5308748	134.1295563	137.05068	153.0025153	114.752995	310.8796089	701.277586
YHR060W	442.983085	254.117192	169.0577943	252.0481965	226.8791497	179.8424861	123.0928476	138.6053804	505.4875498	578.6727034
YHR061C	29.45364465	3.245327954	53.50616851	34.87858422	25.02826673	72.35177811	274.753298	261.5605262	15.23515964	29.31894992
YHR062C	280.3099407	121.1273256	118.2660393	106.1331333	120.815039	110.1998418	215.3727176	147.2105028	162.0820816	365.894328
YHR063C	393.3213041	356.355039	285.1398447	323.5677079	208.1353259	156.3519841	72.48637423	111.8167405	155.1023891	256.7860121
YHR063W-A	0	0	0	0	1.763817173	1.002149241	0	0.887512712	0	0
YHR064C	1423.852057	716.3378835	296.2744745	296.0187639	172.3545046	175.3355678	217.1121293	291.9933924	636.5596085	1144.144884
YHR065C	443.7661338	199.2869265	39.68742968	52.80536909	32.9928955	59.67985855	99.3706718	119.088739	270.7243617	279.1958586
YHR066W	351.1533148	208.3475678	70.40885553	98.59688344	55.76906067	51.50355963	55.05363656	94.97814205	356.3626422	196.2641164
YHR067W	83.02079774	134.4966694	107.7359621	123.2461043	64.65978049	39.21052894	32.90057962	59.12670898	100.4002858	61.64432123
YHR068W	832.5041833	159.5619577	184.3511282	196.7482379	134.4910594	101.4676107	100.3378275	124.0299016	369.4940212	860.5116942
YHR069C	388.6939947	227.1411399	155.2606438	205.3058211	147.1179153	132.1952749	110.5653008	115.2722394	414.9340537	307.4502661
YHR069C-A	9.558663557	6.319285455	34.15399321	48.2556754	33.33789092	16.43127865	14.17005162	9.701129055	4.525294943	10.12881854
YHR070C-A	0	0	0	1.85140483	2.773866323	2.758051758	2.446453356	2.791492976	0.651075198	0.794880087
YHR070W	192.1910918	146.9299694	66.85687295	45.69209264	28.56648896	24.39398278	26.43698658	40.82558477	119.5007834	102.3010672
YHR071C-A	4.875883936	0	2.375725423	0	0.92199534	2.095402959	0.542111823	0.927854199	4.328170352	5.284146033
YHR071W	969.5114744	1963.371899	1326.559824	1238.054246	961.6499208	826.7063141	1708.777771	1580.922168	1977.668818	2154.522476
YHR072W	423.8047096	170.7671514	207.5956923	236.8459034	133.3267419	80.28454034	66.80157714	121.9033613	122.7157873	301.3388177
YHR072W-A	3449.125282	2021.118131	466.3731753	1067.797736	706.2957125	981.0784111	1168.181478	1009.124711	2347.777165	5341.594185
YHR073C-B	0	0	0	0	0	0	0	0	0	0
YHR073W	171.7189503	385.757773	90.72985362	94.67178496	67.35001376	41.05016647	33.25248449	67.86156568	100.4241843	114.4187985
YHR073W-A	184.2834082	515.5078635	69.68794574	48.59937679	35.36679562	13.002244	22.01808021	41.87239464	27.34515833	83.46240914
YHR074W	183.8243322	791.6109789	254.6367456	219.5752809	140.7906784	89.94253392	77.49625016	119.3634363	187.2061343	153.2174257
YHR075C	39.69814165	239.5523355	136.3579096	173.5473358	175.5808239	161.1645363	134.8535175	130.0846717	134.3573134	55.41002686
YHR076W	414.8414092	213.7342274	324.8877841	393.9506625	348.5825346	268.767766	184.7865116	152.7179282	223.5900744	478.4957324
YHR077C	195.5558169	295.8171127	93.86339883	143.598287	142.6710093	80.45719527	107.7401565	146.7886194	202.3508797	154.5662192
YHR078W	138.4641262	310.7416738	115.5146343	142.7500858	108.4598646	81.64601999	75.63121046	109.8384401	137.630945	102.4232073
YHR079C	51.48150447	270.7894538	63.04342902	63.78858243	42.12240025	30.32598699	44.00602618	54.45894611	65.68077491	31.14174823
YHR079C-A	32.77677534	66.48414906	1186.14691	3040.874577	2508.441989	1905.419758	995.8594193	1075.073732	165.0475628	1.291680141
YHR080C	65.445688	223.8199407	76.62520731	111.9827657	47.57384704	26.87362196	23.24130688	54.18780483	89.67603393	37.66328883
YHR081W	428.4276685	564.7526262	122.2706684	249.1065199	253.2413868	454.2833615	655.1602088	286.5213768	611.7147431	489.2414674
YHR082C	104.826677	1177.914809	407.7779795	381.7023924	310.0825517	190.7397597	146.1404657	264.9216659	153.9354496	52.30153571
YHR083W	203.465918	844.1342281	167.5882695	168.225511	104.5602199	82.08572108	135.4230309	115.10181	202.4801862	223.2023284
YHR084W	80.65251365	59.1500232	76.56298972	63.7053458	80.77175322	76.4179991	95.6969176	87.99774775	112.8403827	63.52981073
YHR085W	334.7487809	83.07352721	65.37393005	80.28484803	57.31005956	54.4405645	63.15344592	62.98804508	312.1998587	266.8980224
YHR086W	106.630938	122.8373802	163.4348251	150.9638805	88.78229733	43.90368105	15.52332903	96.06972925	66.0492536	45.39333069
YHR086W-A	0	0	0	3.18550537	3.579511321	4.067546921	0	4.803009973	0	0
YHR087W	62.96250126	5598.543474	262.466013	527.997515	431.694253	562.2057244	2143.133028	973.6014456	1345.496436	295.1769923
YHR088W	399.9284802	775.8411134	167.7813041	273.907295	216.6555427	199.5947239	314.9276858	207.9738123	593.1224288	408.3955647
YHR089C	3158.104782	621.0906312	347.3157296	367.138057	266.7441573	223.8025548	366.5142258	464.0069151	1087.348087	3271.034123
YHR090C	234.9323241	975.5727303	278.6192964	462.6734586	681.0145049	528.2964997	561.9494057	435.8868519	530.9134529	276.5275996
YHR091C	141.3068671	152.4021263	87.94752768	89.47492406	62.02191731	41.88791108	44.18906375	47.6298489	84.72116018	140.0976153
YHR092C	69.39797838	94.3804556	48.11173334	26.02575551	12.37280253	4.601365463	8.02445745	10.26299358	31.11802477	59.47936356
YHR093W	0	1.969900713	0	0	0.250418487	0.284560896	0	0	0	0
YHR094C	29.0075273	1.737516781	4.17368822	3.931295193	1.398889482	2.09160005	1.818189926	4.741991698	5.944753762	27.17451216
YHR095W	0.858155573	7.658973972	9.198808838	12.56363318	6.815389555	1.843954604	1.144940171	11.10455906	15.23515964	0.744007761
YHR096C	9.360335653	11398.23744	2075.861609	1832.243759	855.4636416	883.6822588	4088.548713	2746.927741	4644.596617	24.18349836
YHR097C	66.15464429	4087.912981	523.5633272	537.1661706	568.65059	401.4719606	534.9378247	510.6139421	720.2674176	106.6697007
YHR098C	183.5368443	279.4964403	244.4438712	169.0068124	85.14778945	57.90220089	49.38340846	101.6601924	117.612084	129.4859662
YHR099W	47.34254233	132.6184755	122.0988934	220.8594252	167.4660358	59.79858152	44.26077438	121.7643616	35.60323884	26.58953913
YHR100C	77.54417825	246.0714529	208.4341269	220.2028561	165.6925602	131.3539951	124.7249082	149.0379781	148.2215832	107.0071404
YHR101C	158.8674082	198.9475043	168.0449831	261.6852338	283.0759111	240.1225695	142.0607464	123.2519237	213.5815101	120.3715089
YHR102W	68.34509509	310.1006191	203.1525129	166.7481458	124.532807	67.64932419	33.45254033	66.72154948	96.9967044	57.32576296
YHR103W	182.7315062	465.0857544	177.6917128	175.5928572	113.0833372	86.60831198	131.720808	111.841518	85.50344696	91.32628285
YHR104W	206.180235	961.5162129	499.5811175	579.3379327	332.0500361	319.5489513	393.4182946	477.9774633	487.7229677	217.7068166
YHR105W	51.15927452	142.3783623	88.9861461	91.36682837	42.44015474	36.16987877	56.26842719	69.92689905	52.34644594	33.38496366
YHR106W	153.0997365	739.0238043	339.8096425	384.9431752	251.4449707	210.0852304	402.6195698	431.2597376	478.987759	113.4439079
YHR107C	297.4791869	315.8339782	343.5005057	331.4813899	339.0756678	200.7914485	109.5512985	163.0918979	248.7493204	396.4525894
YHR108W	286.1782055	381.1444644	241.014406	167.8187263	184.4902902	157.2736899	110.7517215	145.269837	177.3846326	282.6177893
YHR109W	61.4051249	69.91407336	40.07672498	36.16617934	30.8917308	20.19879602	10.8728859	22.50456263	31.35858831	51.75849047
YHR110W	442.4169921	1379.012153	1374.621811	1157.147204	1322.131764	977.3914818	606.5809972	705.6691752	614.1427047	537.767268
YHR111W	253.5228013	587.4608896	171.0748027	196.6765821	127.4850184	125.3757733	194.4494589	148.950352	206.9955182	187.9900846
YHR112C	77.3893779	207.1194215	217.5079198	204.2450212	219.4503004	197.6215972	96.47476368	143.7424489	299.8228492	100.5135834
YHR113W	294.4785444	764.9488335	474.9433245	470.4808822	271.1410161	256.1374309	416.6917783	433.5659767	456.0843969	207.7219122
YHR114W	99.58238526	174.6345857	176.0358369	145.7913459	100.0319896	45.27298967	27.97085108	67.82100402	96.89462279	87.54814457
YHR115C	156.1756678	331.1814942	384.6879927	332.8331555	621.085788	524.1568692	548.677248	456.9997449	189.7679205	126.5000602
YHR116W	286.8645049	278.0246233	334.9772846	457.0234901	464.9929833	340.5029809	228.0483736	242.4792308	148.8890601	272.6619353
YHR117W	138.9312348	56.10404321	71.99214395	77.29988433	48.94308168	31.37696947	21.69846291	42.66932086	89.56799498	117.0012206
YHR118C	158.5609053	109.9893107	82.45843094	120.2682913	137.0640063	109.6526403	89.3905554	93.54211657	141.4429263	160.4943927
YHR119W	98.87796301	90.83451695	150.4432043	136.1240603	141.0505143	100.1488068	102.9654803	108.4321375	86.65804753	73.45411217
YHR120W	162.7300328	32.25188508	54.04522601	46.145773	24.34067698	16.47789221	14.71775929	30.48889416	50.24361158	91.71478656
YHR121W	953.2933556	197.5529001	235.1968169	391.9688512	366.8004795	343.2719062	239.6650556	205.5859805	318.7594413	975.4030325
YHR122W	545.4550161	219.7740173	192.2992842	349.1884872	259.4808018	163.3030551	171.6960201	159.4508688	346.0249701	648.3746884
YHR123W	185.4146617	24.02007966	197.5428462	165.6634056	75.02861006	54.40161769	41.42200662	74.84690542	86.61925441	153.0015961
YHR124W	2.11716013	34.11686597	20.45937223	201.3836676	2251.379174	2153.529713	2024.43814	1415.197409	84.31959242	5.047750027
YHR125W	0	0	0	0.66040965	0.494729207	0	0	0.99574597	0	2.268316346
YHR126C	0	4.558913079	5.226595931	23.20868198	32.74400594	31.28137275	21.1268722	14.58056599	59.85241287	0.664292644
YHR127W	280.1456529	94.02758224	592.6586457	430.8111592	319.2902792	172.0475501	87.10575331	165.1249098	228.1873241	186.8323062
YHR128W	1221.347049	197.630039	227.6354979	399.4170971	955.2994968	791.4028516	381.6467236	499.4398949	377.3988784	1723.586508
YHR129C	112.5594467	46.33854115	147.2038525	119.5829988	85.47023105	53.55046247	67.04957849	63.53132096	77.4280031	106.2504235
YHR130C	68.79236248	152.6244813	145.4357129	230.1527629	149.9244597	56.62143214	37.85354731	128.6893433	111.7797039	41.44608454
YHR131C	65.70414959	319.1239155	146.2943699	165.5236123	114.1854061	47.48571423	47.47620944	76.9348565	83.2342055	37.49136584
YHR131W-A	1.730152364	0	0	0	0	0.743530082	0	0	1.228641906	0
YHR132C	483.3650002	2536.685722	713.6656049	699.1215458	424.7280335	292.295967	261.8597957	441.6315083	486.1535734	360.0110549
YHR132W-A	477.923695	3741.158045	986.5199819	1882.804325	1721.233587	1586.294876	1194.775736	1127.806779	1070.542021	488.2550935
YHR133C	685.4202138	113.8052199	217.9029333	257.2295586	200.452634	155.4141886	166.7950524	185.5162602	233.8484982	451.3282377
YHR134W	166.4821811	81.69572237	86.55242861	113.0726986	160.8107393	150.0979048	132.4314131	131.94829	170.9384912	181.9098977
YHR135C	271.3040478	805.8810162	288.3779389	267.0804551	185.3174759	164.3056826	192.6796202	223.5081626	270.0239384	281.3550752
YHR136C	19.95710634	6805.503035	1050.181136	1234.617922	822.0481865	1129.600873	1305.43889	1555.16995	2149.456631	18.74438159
YHR137C-A	4.356119658	48.59755058	35.55146471	66.24880964	21.00464511	19.18836009	39.47234514	28.59863299	58.0018768	1.888344572
YHR137W	30.18310339	1009.697733	1751.861851	1886.49626	1055.091153	468.920642	312.9850787	408.5864193	148.8049499	22.77958986
YHR138C	228.088718	23511.03457	1628.497258	2388.458394	1359.234646	1279.122194	1710.379922	1419.870864	3337.301812	270.1922923
YHR139C	8.735296953	1765.056705	125.9830941	108.3071826	52.98920451	40.99345333	19.26880852	879.5453345	1945.336345	9.088042689
YHR139C-A	6.385086106	37.99094232	34.84397287	32.23428053	12.0737485	12.07351229	8.518900079	8.748339594	16.32338533	6.642926442
YHR140W	74.60102421	265.4530752	336.877865	628.1816589	370.4577277	207.444893	55.07856124	170.354031	185.5919447	41.00497322
YHR141C	8172.205655	649.2521039	211.4668698	506.0559737	462.0998255	662.3400158	451.2862837	1138.423778	2275.642523	8104.981103
YHR142W	355.758939	146.1308165	292.4781965	306.8703506	575.4616842	646.9362618	740.8058456	707.6434694	470.391966	434.9439313
YHR143W	292.361825	74.0450915	40.65130168	24.59918035	13.78774731	7.08054464	7.32736765	17.34420268	26.63663532	78.41258271
YHR143W-A	1840.407172	494.3292024	350.4893742	604.1841851	497.9497971	443.814564	365.7447767	579.5632035	1042.562885	2689.733942
YHR144C	207.2167466	9.80244109	82.05577229	73.19051928	44.16766756	27.37611784	15.46776397	23.40852642	43.41760512	205.0465076
YHR145C	150.9971191	221.5573681	104.5319186	218.6839291	268.7293425	144.1690622	142.5098036	211.6689554	98.98001805	98.33223599
YHR146W	442.7871102	5401.494256	1248.054858	1702.195507	1844.652202	1495.215656	2497.176123	2718.288263	807.53178	459.166225
YHR147C	723.3811398	435.3177514	102.9237352	175.7908886	93.82602837	86.9968326	127.7048652	143.2035897	246.4970701	410.635053
YHR148W	499.0645594	130.3737947	82.22327745	68.35239875	48.48346228	94.72754597	189.950694	127.4554842	212.7348511	483.1513817
YHR149C	133.8614522	17.8780905	104.0927089	63.71010739	33.35195469	21.5644551	9.621345972	23.32890558	39.90160858	81.0176519
YHR150W	70.29979803	540.2311998	207.5705241	215.5506339	396.1879834	477.1232538	714.5653387	452.4349627	170.3073203	62.11136223
YHR151C	71.51296439	71.12623758	93.81069619	116.1044452	150.6689506	172.7570882	191.1997392	163.9465298	133.2700848	66.40305958
YHR152W	261.9046228	95.32272801	110.6409268	254.5922084	2245.453794	2278.90039	1268.231888	824.4647315	359.6091253	325.5033957
YHR153C	44.94529885	51.70163994	1127.075994	1832.448617	1283.438117	740.4147328	267.3126143	610.7872404	41.70518561	38.44732846
YHR154W	61.77982454	79.24758169	173.0217908	93.25589788	54.7103405	37.20491023	28.20431255	41.02054936	65.55338508	36.7740226
YHR155W	59.97861529	115.3491738	65.79717954	69.56205729	47.8827489	27.30089943	28.1342136	59.22917758	51.28792369	23.46178321
YHR156C	89.22411912	429.475176	104.8575632	239.5579427	196.3936243	136.5732732	109.5302318	109.6313211	104.8900399	84.01956808
YHR157W	32.24664345	21.53596976	366.1823652	754.8279717	623.9476196	354.9329798	150.1416942	198.3672585	68.23108305	14.26395248
YHR158C	70.54488496	118.7308192	111.926753	83.94989042	58.60186278	41.67015317	66.74651213	78.08561629	86.75392214	48.32801507
YHR159W	48.57899118	105.9386769	129.5938745	102.4257474	61.51673828	39.2973932	55.72198577	72.28136321	58.22453428	46.30990933
YHR160C	7.720149565	630.9950147	192.037805	239.1783615	162.7321776	160.996794	212.8692426	154.0237971	199.6729256	7.750080849
YHR161C	258.6366102	1842.901567	504.9249772	506.9942257	337.9105402	216.5067416	205.9211318	211.6536842	232.8767469	214.6759752
YHR162W	9261.253947	24807.53274	3009.568966	3006.016622	2687.800816	2042.179724	3824.707335	3094.579326	3011.714058	12667.5776
YHR163W	952.832519	256.6866277	121.8024095	135.3839782	124.7018741	174.1735381	237.284702	134.9019323	271.9144797	1275.7307
YHR164C	35.4710013	164.1269372	152.7292703	133.0600217	166.2388884	86.30885322	58.37061915	120.493875	78.40582822	29.88653932
YHR165C	60.98317327	210.3498491	92.17497084	121.8116496	80.9322426	43.71112104	54.72023302	99.18195532	71.5937953	40.90644177
YHR165W-A	0	0	4.97771041	1.934056832	0.48294994	0.548796013	2.271706688	1.944075465	0.906854741	0
YHR166C	101.7911058	145.6298593	147.2401819	192.1694162	808.0142359	767.7321702	652.9491308	477.8005836	95.87859938	81.05026891
YHR167W	188.3864248	38.24212211	57.44936023	91.74781994	122.709198	191.8246164	139.3720215	109.6554963	124.6513061	178.7002113
YHR168W	84.47468918	87.75907676	89.72323014	125.1173599	66.00718307	36.59097417	24.8467919	46.94942249	44.43588228	69.94447966
YHR169W	316.8614478	142.5213603	109.3525653	144.9791534	106.9335566	79.77789033	101.2012246	85.4166361	259.959156	265.6848105
YHR170W	709.3971417	541.0397445	111.2353683	138.9110157	81.78597543	116.032414	239.1028195	139.9033065	549.5648768	603.8539948
YHR171W	59.86723615	369.264498	239.5166711	426.9359234	240.352566	106.8346857	50.82897239	120.5390424	126.6687577	43.83679118
YHR172W	48.03109548	5.159963808	140.2859953	96.25059943	104.8505945	64.6186828	41.71294258	46.10650619	13.83291858	32.04137903
YHR173C	1.153434909	0	5.619995624	4.658373444	2.617277095	0.495686722	0	4.389847825	0	3.000031296
YHR174W	14850.91597	8662.152979	357.8592716	492.5644834	509.717845	869.3716593	1308.144362	1838.714017	5881.026755	21185.97699
YHR175W	330.0112974	1385.373233	655.4766191	532.6164978	391.8371726	302.6254909	232.0748826	335.2500961	464.672369	314.0150405
YHR175W-A	231.8404168	967.6660663	434.9876613	490.8761016	235.5549385	117.477753	90.79498665	244.9535086	248.1856651	150.0015648
YHR176W	47.01154923	156.8575178	121.7429851	141.3500518	231.2266086	164.862043	94.48759681	112.0973684	224.1007138	51.34193996
YHR177W	47.70277233	97.06073006	85.02250523	72.12160314	85.80929904	42.59365186	25.83150347	34.24081304	31.41812875	31.71461656
YHR178W	62.07996978	27.32829111	42.3036632	49.51612905	31.26633922	19.9931542	40.32593143	32.93113468	55.76405117	36.86640669
YHR179W	755.3908797	1140.805178	928.7153399	764.5463714	934.1240559	1193.851711	1126.784405	819.0833858	1536.711772	972.7266829
YHR180C-B	0	0	0	0	0	0	0	0	0	0
YHR180W	88.38398064	193.2722305	115.5740227	104.8749127	104.2763744	94.47020947	53.08114641	63.82591422	160.3983357	98.24046146
YHR180W-A	1920.384727	8164.902131	3046.722994	3307.331526	441.2984526	220.3750624	196.6411472	3164.480693	520.2249633	757.6176596
YHR181W	512.7376896	140.4755992	224.0684188	340.9862494	308.0434958	246.3752742	176.4431324	233.2332451	255.4987299	377.7886301
YHR182C-A	0	9.249968565	33.32901753	47.4824967	153.452094	76.49739209	79.50973407	48.51736161	48.02387278	0
YHR182W	31.36861101	52.07635697	59.49858553	76.63510829	103.5379101	67.52340293	41.66476143	48.9267452	44.55190287	32.65960963
YHR183W	2061.62747	327.9507472	277.3431968	255.4436423	748.0010877	738.6607512	1001.721148	520.6565003	138.7371984	2125.36898
YHR184W	14.57465307	43.35922765	28.97352092	81.32849126	2437.962795	2150.445247	1680.680216	1150.068557	121.3016787	19.54368214
YHR185C	1.968246726	8.783227032	5.754050566	24.59268595	3013.926639	3937.01225	2243.487506	1156.9746	44.37764391	3.41287964
YHR186C	52.41496025	94.14051828	67.03898874	75.4420401	28.81130598	14.10822967	15.62296529	42.70902631	28.55973721	25.31995225
YHR187W	268.5435111	154.0598213	87.95099359	142.6667025	110.2324912	88.0647285	108.4074098	106.1465204	186.499368	160.0258073
YHR188C	138.4883041	550.2322672	587.7488419	376.8760084	321.4534414	156.3149334	73.0520907	163.0260238	212.5446552	151.5396519
YHR189W	27.60149503	427.3647757	171.7746733	154.8602698	105.5711624	46.36844911	24.55037403	49.18169862	27.17382275	26.64940081
YHR190W	1010.351987	1808.118561	509.131933	587.0249295	472.7818553	590.7162808	540.591359	554.2673509	594.3504632	937.2309537
YHR191C	324.6312199	218.3479422	140.2928381	254.1418538	373.6507432	234.9424616	141.4436322	217.7364521	281.3158863	396.4778203
YHR192W	214.5388932	279.6954781	198.5702855	209.2963123	185.7660418	128.3292731	86.01786675	112.2309512	288.8209801	197.4924077
YHR193C	4845.810742	1855.036438	739.1418245	1049.531537	1079.888529	1240.803001	1377.62156	1358.570105	2498.074724	8169.08522
YHR193C-A	0	3.039275386	1.991084164	8.767724303	22.79523717	20.19569328	23.17140822	14.77497354	29.0193517	6.200064679
YHR194W	76.62103327	81.49057128	100.6119717	121.458769	69.25502142	52.35513965	58.52484355	94.77367894	130.178998	55.30236263
YHR195W	323.9395208	1162.371878	215.9864808	315.0591387	196.9284352	221.4882558	274.7034985	232.5165755	406.355003	320.2682417
YHR196W	471.3296007	154.3962829	71.63068524	100.1257047	60.34094684	57.29193487	63.49338476	101.0359796	318.9519033	394.2505157
YHR197W	186.5680966	133.8261581	30.90997593	42.3620835	25.95466453	18.77413458	25.58418056	47.52010271	90.40756695	98.12602365
YHR198C	223.4188142	370.9022991	208.717705	260.0089648	206.4658969	206.223731	272.4919694	217.6463294	242.4004704	197.396099
YHR199C	327.3376927	1184.377418	586.9592956	610.3909945	456.9801784	390.969069	891.3287096	650.6840625	497.3677546	341.6427393
YHR199C-A	63.56707946	301.3948091	220.6784948	203.5773894	163.0224354	110.9787493	53.00648938	104.33205	91.69309043	87.83424962
YHR200W	727.6228726	2287.695539	1287.127962	1516.953009	1522.188387	669.636928	501.0071195	518.7636555	620.1138271	1012.179234
YHR201C	417.7265221	170.5371189	129.9735496	166.185624	130.3964838	96.95396232	115.4784233	134.1412071	188.0212162	302.8682389
YHR202W	79.85409917	503.0443882	1011.96938	1105.829338	573.0983866	211.596163	107.9313954	274.7848965	74.60785724	31.90427794
YHR203C	3490.689636	418.0259554	293.2941022	318.4320677	300.5704809	422.3189419	381.0553288	627.2294388	1253.123358	4580.105631
YHR204W	132.809791	25.05348629	140.4521532	79.9410157	45.58003219	27.4694653	29.28659703	50.0205363	74.6071846	95.39481755
YHR205W	75.55500151	195.4386215	324.2437277	178.8750301	84.96559295	49.6493367	81.78144076	224.9717939	132.9527907	41.01285021
YHR206W	89.83593785	250.8536251	144.4031313	122.8559086	85.23946307	97.24337713	230.0639868	241.7037108	143.3823067	56.75681099
YHR207C	157.6247292	227.2262988	146.1797442	215.1189997	190.1165303	119.56609	66.71290113	76.98078707	225.0716878	137.5753997
YHR208W	1211.51375	191.1330403	633.3404481	318.550537	226.2685035	286.8236874	489.8139768	464.5820556	1464.24549	1073.241143
YHR209W	175.1015966	238.1696869	230.5851146	539.1467838	620.448629	535.8993068	278.6933105	498.912661	412.2454962	188.737263
YHR210C	35.75648219	18.10632145	61.53297337	77.00563867	42.86951384	24.19373062	15.73277717	23.45299551	85.08998735	26.38325395
YHR211W	174.1158346	61.6458039	40.20458408	31.10204097	54.89099657	54.04763225	66.92012017	232.4976474	293.5105518	88.90153243
YHR212C	0	0	0	0	0	0	0	0	0	0
YHR212W-A	0	0	0	0	0	0	0	0	0	0
YHR213W	3.595623908	0	1.751931597	1.512670148	2.266357261	1.802748915	0.53302615	1.824607141	3.404504948	5.715143419
YHR213W-A	9.247366085	11.00427295	5.406823376	11.2041913	11.19111585	6.358464152	6.580115923	7.038893926	3.940127493	8.017325016
YHR213W-B	0	3.989048944	3.919946948	6.092279019	3.042584623	0	2.385292022	2.041279239	0	3.487536382
YHR214C-C	0	0	0	0	0	0	0	0	0	0
YHR214C-D	0	0	0	0	0	0	0	0	0	0
YHR214C-E	0.690575836	7.532967962	5.83225297	5.926680591	13.0583031	9.1999881	3.685429734	8.059986693	5.884825612	0.399145795
YHR214W	134.0868082	62.43728781	67.03677389	34.14030755	34.39443487	31.81823841	18.66750278	31.50670129	21.11394407	74.80512819
YHR214W-A	447.2078336	215.7457457	320.9571586	165.1303171	196.2681348	128.5573985	89.02850506	155.827232	111.0450016	276.3831649
YHR215W	11.97203645	29.20553691	38.9661393	39.64816505	19.92168503	34.77994733	37.27018785	80.5576271	45.39941545	11.83271272
YHR216W	220.4983069	158.295593	220.2636856	291.0755531	178.1280363	74.72772379	42.02657373	132.5211442	198.2989033	180.0971169
YHR217C	8.024092461	16.33311379	13.16937557	7.462109035	11.97867962	3.266848708	4.319820198	7.072148543	22.19294908	5.492183279
YHR218W	2.300685181	4.562987174	14.10573701	11.27594885	4.567955466	2.059824178	1.15107926	3.210591117	1.22534796	0.997329439
YHR218W-A	0	0	2.430974851	0	0	0	0	0	0	0
YHR219C-A	0	0	0	0	0	0	0	0	0	0
YHR219W	0	0	0	0	0	0	0	0	0	0
YIL001W	82.73210354	129.1999658	85.48764194	127.7103924	81.79255828	54.49744376	29.84029291	58.51116198	116.7309296	72.4805132
YIL002C	99.51642294	69.53940769	80.5132577	101.5306814	132.1626115	128.6491521	106.8878432	109.4847937	79.79147794	59.09123133
YIL002W-A	538.4926218	740.367484	286.417457	481.9669624	695.3320058	1779.416193	1380.607022	916.1261223	831.8397164	1528.93595
YIL003W	211.7984329	156.0679003	101.8613951	142.1037669	86.90983813	103.9748125	148.1666796	110.2588786	135.6707647	212.1372495
YIL004C	288.6681855	145.2921892	115.5800076	176.549513	125.6612186	92.1977302	81.06114352	86.96181472	232.2432872	317.5642884
YIL005W	126.7729823	641.99122	219.1798293	300.2268748	220.9219802	141.0003411	146.9647665	184.2538855	186.5301803	101.4556038
YIL006W	44.84711326	357.887555	91.83453867	103.1059902	63.60205144	40.49928544	26.14387866	45.20799218	107.1625636	34.67832787
YIL007C	192.6580608	1544.81378	331.7978312	529.6813953	567.1418103	411.9082673	328.7193483	273.7954641	328.5791893	271.1371569
YIL008W	579.2550115	183.4962514	292.6893721	502.2745591	437.1179908	387.8067027	384.6283386	342.9349121	446.580617	720.7575189
YIL009C-A	226.4577206	128.0435463	104.5319186	129.3669125	109.933716	103.8647269	65.08018974	82.65920868	157.9942481	249.1507473
YIL009W	249.8186223	321.0150202	180.7240726	127.0002	77.70986504	55.31863812	51.31028172	96.52982711	122.1069832	183.5219145
YIL010W	311.957064	705.0033439	370.1283241	478.5409189	474.808784	413.9489927	417.1827067	314.1070502	364.1669537	474.0202511
YIL011W	160.9987637	270.7206408	472.1450504	479.7416032	309.7318949	103.580166	31.55148178	177.5588925	69.72705338	178.7849339
YIL012W	3.865565643	8.624970689	16.00939294	25.85712016	25.2178185	21.59586473	6.446735195	18.38990305	21.96059047	10.05415894
YIL013C	68.19932487	195.5551005	322.1565595	487.3045147	276.572108	98.95359836	28.47956423	164.1822008	103.8114146	63.00281242
YIL014C-A	164.0591536	270.3167284	260.7149029	377.1638358	443.8594038	389.3998252	309.2460951	302.5896283	241.9701825	177.2489079
YIL014W	202.2494312	133.7082199	110.0065854	157.8519576	81.6003601	58.92506325	41.61573315	80.18118122	144.746484	101.2203685
YIL015W	93.29420178	36.51946216	15.82701585	24.40725241	19.4268314	18.42331405	7.894980637	7.906363248	16.62992778	74.17154841
YIL016W	406.8576867	125.3701097	91.83875707	122.6192031	103.4478772	106.6859449	124.7166972	98.5646261	266.0711809	960.5671635
YIL017C	70.28408307	664.7825246	209.2956153	250.1751828	165.7792597	79.829742	54.52851607	134.1541389	175.5759251	41.75764182
YIL018W	11871.76071	707.5045105	329.6091561	424.932861	336.1084971	625.5714077	614.0858185	965.2210596	2248.968885	9489.264949
YIL019W	219.7875511	243.0026146	58.49951409	97.87392186	70.09420232	81.20167064	154.9345644	87.1445204	201.2718338	194.8185461
YIL020C	244.237459	68.57208102	77.75101384	100.9226019	88.51155267	76.19647124	70.57310281	67.81770694	123.077426	234.0396316
