gene	veg exp fp rpkm 	0hr fp rpkm	1.5hr fp rpkm	3hr fp rpkm	4.5hr fp rpkm	6hr fp rpkm	8hr fp rpkm	10hr fp rpkm	spore fp rpkm	MATa/a fp rpkm
YDL178W	360.8763084	176.5607975	90.04397363	88.83830412	67.49813938	55.49218786	61.96026345	78.69615657	109.213131	70.64268084
YDL179W	57.91874279	4.501001124	9.043726463	5.010291609	10.06258483	4.606320337	4.158586403	10.58256211	4.051390922	6.486686417
YDL180W	21.45859822	9.718070608	18.62223557	17.80409021	31.26787532	22.87456804	23.24859079	21.79090282	31.70903974	14.55818826
YDL181W	2885.811485	5655.917094	4544.548673	4897.702385	3617.091304	3047.290281	2530.729359	3483.159457	2860.374068	5097.945825
YDL182W	819.3598741	223.7294691	240.171008	185.6196665	160.7034628	154.3905681	406.5188881	654.9343857	866.2200675	540.0285391
YDL183C	25.31077183	65.3467605	68.50397453	75.31042557	42.74588205	37.50860846	48.65664514	86.46918134	77.99937007	81.78396994
YDL184C	0	0	0	0	0	0	0	0	0	0
YDL185C-A	0	0	0	0	1.38409106	0	0	0	0	0
YDL185W	1822.769044	777.3830524	1185.04532	1289.681131	1113.335212	853.6379442	784.9511209	1107.694517	1046.185263	1041.003492
YDL186W	2.650059444	3.31469075	2.960048282	70.56646176	3916.913324	3454.499225	1862.780753	490.1157317	16.40970354	5.279861037
YDL187C	0	0	0	1.322160286	0	0	0	0	0	0
YDL188C	177.8860333	134.9671706	275.9852279	285.6863377	287.7362935	323.7998728	225.8306573	196.8875498	308.5507639	302.2288532
YDL189W	72.92071593	28.31109154	67.346167	66.5608089	68.13014443	75.53103347	50.05969592	51.77186967	35.58841683	43.76291863
YDL190C	87.71962006	87.15314278	175.1141939	211.0824685	192.4562457	113.8597302	70.45757855	96.52624767	96.42482427	105.7701734
YDL191W	1126.631354	84.67229837	45.36786872	57.14088759	52.18434413	51.99213054	34.3656875	188.0180176	281.9928532	183.0401613
YDL192W	4312.712347	504.1399098	1402.459913	985.0094128	980.3465717	867.0971524	563.3344359	704.0161945	785.2070769	594.6129215
YDL193W	99.04544	277.4563755	1365.690198	2123.515692	1653.164583	856.2709577	494.6248033	366.8060034	199.4684112	225.4852371
YDL194W	5.081286563	50.42161953	35.86705903	38.93112425	24.10398582	18.06050338	20.74828988	24.79459638	25.58465076	27.10909988
YDL195W	461.8077273	345.7587227	663.7394868	677.2908401	476.2421138	192.3138741	109.6354597	266.25655	336.2347541	390.8306158
YDL196W	2.170524878	0	33.94188697	31.73184685	13.77939544	0	0	1.241164692	4.276468195	10.81114403
YDL197C	14.09125341	4.225248091	85.83993771	71.02038846	65.25469631	31.65252137	13.38449605	11.03802591	6.845729719	14.03739452
YDL198C	2618.417707	136.9521694	374.3723699	351.2664631	277.7639255	182.2037386	282.8927555	205.5209719	140.3929505	449.1049261
YDL199C	4.971411771	217.638228	351.4071391	393.6791629	283.8132591	137.5689981	71.98374326	106.0192475	139.1452638	96.28068237
YDL200C	76.86740469	123.9772795	181.3204724	174.9710934	134.3796812	172.4508211	165.306446	252.4925568	448.6495923	320.1122172
YDL201W	306.5561541	64.05919203	65.07117376	58.60586884	135.8586461	220.7669595	192.7768464	184.9195934	157.8449216	100.5800815
YDL202W	320.6242727	39.04129236	77.19934618	73.98349077	102.7838057	93.60844024	69.5659182	87.42116523	112.9545404	83.33981896
YDL203C	50.29221136	34.68900701	41.56687006	34.37835643	29.5150544	49.33872421	97.13122133	92.6558211	101.318311	62.66525702
YDL204W	16.71420227	549.9284662	892.5910834	695.5128732	728.8756751	865.9574325	1531.068249	5317.328744	6596.509363	3195.039942
YDL205C	312.3653091	95.79241028	126.145629	125.1759543	93.61488626	94.19775534	137.9798137	186.4164891	212.434946	184.4914708
YDL206W	3.023544076	5.179483124	7.70887406	5.12492816	3.65116888	4.770610363	4.443634673	6.314404487	5.439114999	7.857359051
YDL207W	48.55451605	43.66578162	74.12525533	62.82171993	45.99769289	49.32490419	66.87734947	58.97325876	70.4504876	68.61639389
YDL208W	1882.177777	308.9920845	205.5559076	188.4802217	179.3458723	309.5144662	606.1931072	568.3084752	464.9488596	244.3160723
YDL209C	48.53157969	30.7333983	93.67165291	121.0396424	89.86211209	87.79358668	101.588325	75.05167744	115.4646413	60.81268516
YDL210W	3.008064369	2.32388645	39.42977359	30.17974565	16.42855911	14.26957931	6.59465274	2.833093318	12.20187936	23.61999945
YDL211C	14.38818191	1.211317583	94.92069843	61.01413896	46.32980161	16.3635289	9.353032755	9.493327669	5.45158835	13.23063518
YDL212W	978.7817158	111.9358918	410.8345547	223.9711835	163.1343348	193.1398765	207.8748884	492.4369651	483.6215341	417.2195949
YDL213C	423.4103991	130.7693773	120.4854604	156.2523891	136.2053106	82.84668373	126.9854062	183.8249259	129.8510124	142.1717921
YDL214C	0.287275351	66.02571502	27.09423606	26.59875398	136.0968598	504.6562629	458.1434265	203.0399416	70.46739136	67.25167535
YDL215C	25.12387603	4016.126268	1656.831853	2171.176949	2473.862187	2442.324275	2171.414943	1366.900574	681.5247543	1327.292112
YDL216C	24.36040391	42.65794414	94.10105985	98.78515863	74.01106401	45.52707583	42.83118215	59.96505897	65.8230734	54.08139982
YDL217C	245.7426703	79.60547201	167.0577249	177.8586895	199.5447026	259.0687664	287.2932241	150.9203449	126.9292156	108.6865011
YDL218W	5.244221181	7.174414543	13.45431342	17.56964675	39.27474499	222.9118979	1728.365127	11901.4366	5163.620087	28.73297339
YDL219W	182.6720365	9.792254354	198.9389702	135.3448048	83.42582452	64.13685721	27.78815506	46.89897117	32.31834743	39.36576871
YDL220C	17.80789748	33.07365467	77.31858714	76.13013534	58.92404461	23.93505125	12.34775221	19.87234959	20.20099617	39.24266092
YDL221W	0	0	0	0	0	0	0	2.043380895	0	0
YDL222C	18.52430715	1956.61623	624.1210768	365.1897892	239.209117	504.2967737	2444.54205	7196.101687	2303.984106	1512.851848
YDL223C	6.549542998	2064.008645	852.0106321	701.5929842	599.8104551	692.5058732	1376.559648	3235.314691	7450.405537	4028.931995
YDL224C	64.49559637	120.8125857	246.5332594	353.7723164	429.4988348	333.8266153	298.7180509	243.4455888	184.1935944	260.0852363
YDL225W	154.2215045	95.64627388	117.3531172	62.85231884	38.1717745	43.67778748	80.99695712	73.90995757	80.30435577	101.3239927
YDL226C	491.3012392	50.0787062	438.3204829	495.4527665	650.0988425	574.3998464	253.9708125	301.904925	272.1914216	208.6258604
YDL227C	11.36941603	0.754135991	5.555963641	3.462800748	3.280808439	4.630692402	1.642374449	2.167112954	7.806251467	2.402476451
YDL228C	0	0	0	0	0	0	0	0	0	0
YDL229W	4759.369096	501.7403862	171.7986609	145.7381224	136.4890875	136.8053876	274.7787466	380.2477282	366.4155703	215.7314649
YDL230W	62.74602772	31.12242866	161.9221348	209.1816566	319.6023939	275.0235627	199.0509638	92.6160235	63.33503529	82.52050441
YDL231C	40.35881023	30.92912165	33.83447594	25.22983077	37.49309961	65.52136668	45.54328916	45.55051974	53.59118371	45.04317512
YDL232W	827.3530122	226.3738801	876.0001711	1133.94688	1030.415086	540.5652396	607.538022	144.5591817	226.4012574	394.9247318
YDL233W	43.60826748	371.1019036	255.9413501	334.7565279	333.1655365	183.6127553	106.2550628	106.3613114	131.9470654	142.071731
YDL234C	46.08260177	2675.557277	395.7649699	302.7237831	229.2222334	124.4181696	100.0279358	215.2661017	289.0586618	369.3931467
YDL235C	355.056806	78.00721542	220.5935982	229.9486875	599.1243898	654.6265922	427.2887318	448.3288136	301.6643781	239.9635685
YDL236W	537.3715858	70.04971032	399.7656333	284.8962104	663.1921916	1162.702854	747.1769296	352.6517426	185.2163187	210.8726557
YDL237W	89.77548315	64.54265763	141.2625198	87.5619359	57.24391706	52.72436472	42.21437584	85.81098205	135.3830699	111.4626035
YDL238C	10.39081058	26.38352786	97.28954437	102.9175193	79.15822915	44.41178853	33.14229042	54.90173178	112.5984977	195.4286801
YDL239C	8.23448154	7.209774822	93.60432837	360.4558771	1885.451568	2498.749549	1954.246658	520.8545213	38.18869458	2.776402746
YDL240C-A	0	0	0	0	0	0	0	0	0	0
YDL240W	14.97401181	7.712136194	15.78272237	15.44065945	10.09637567	7.497963314	7.719219752	14.21494231	18.51136533	20.66900081
YDL241W	35.68843789	0	11.01479505	1.14417717	148.3106805	517.5466648	145.7076136	54.77832629	9.25197446	17.77601566
YDL242W	0	8.638284985	8.678323373	16.2265126	11.74380294	2.652123831	11.97168813	13.53997845	62.20317374	5.896987652
YDL243C	3.780914303	22.06942487	9.238215204	5.757794792	7.500880585	10.58710723	6.280998588	4.684395771	8.070109336	14.43810848
YDL244W	0	0	2.379104227	2.224194873	2.414613688	0.817944733	0.263728777	1.043970301	5.995048871	2.121813314
YDL245C	0	0	0	0	0	0	0	0.203840916	0	0
YDL246C	0	0	0	0	0	0	0	0	0	0
YDL247W-A	0	0	0	0	0	0	0	0	0	0
YDL247W	0	0	0	0	0	0	0	0	0	0
YDL248W	769.9134598	78.24326397	203.8790717	62.87180156	38.10035405	40.06658919	116.8963114	120.1524523	49.63706163	420.0797395
YDR001C	91.80252762	503.5341285	662.7535973	520.4380518	364.6739594	241.0389265	227.2553035	439.6469848	610.9741036	678.7094435
YDR002W	2938.258609	1068.987767	2247.01819	2879.403576	3755.784326	3541.678222	2666.228383	1214.636501	807.8295414	1578.18942
YDR003W-A	4.651124738	0	0	0	0	6.251434743	0	5.31927725	54.98316251	18.53338976
YDR003W	83.86635391	295.5107544	338.3637391	297.1745605	176.5259593	175.9566135	223.8311698	297.6845786	308.308728	326.0324063
YDR004W	27.6852663	14.54405125	53.25066451	62.73515641	38.3151557	34.53173477	29.37077423	44.58060933	56.29228542	36.84614393
YDR005C	49.35635028	156.936502	296.7940432	302.7078941	230.2597447	162.0052663	263.652324	391.5610524	230.3151089	156.0427623
YDR006C	48.83680975	440.1999512	197.5253307	247.7701392	165.4757756	74.57068587	58.16565093	140.4542493	284.0796729	247.2221813
YDR007W	50.50440813	33.37327663	59.13959879	24.37934575	17.39228571	16.65016278	43.36087042	38.68801161	48.81431988	5.220991506
YDR008C	0	0	0	0	0	0	0	0	0	0
YDR009W	5.263847757	23.89753092	18.67311895	16.0321831	9.12781809	3.930542803	6.42108508	11.817077	31.11322669	14.76012478
YDR010C	0	0	0	0	0	0	0	0	0	0
YDR011W	125.8157487	342.4800214	68.27884651	67.36594006	41.21266552	42.60846312	78.08774194	67.53543909	49.34386379	94.87107158
YDR012W	1084.946036	315.39814	237.6797952	334.0863905	281.5636671	157.306511	164.8712369	688.4664554	765.8369063	428.6319173
YDR013W	94.05607804	15.83685581	177.7908365	107.0320231	76.68889726	81.26865166	55.54211772	41.37215639	40.72826852	64.86686417
YDR014W-A	3.415161521	32.89193129	2002.690009	4178.95109	3830.46717	1968.283901	940.6984174	509.3114972	72.67005394	51.03162391
YDR014W	16.33078033	36.76773211	125.711318	78.82433295	49.98596377	33.02907719	19.00736972	29.88281869	67.72209586	46.32609646
YDR015C	0	0	0	0	0	0	0	0	0	0
YDR016C	199.2541838	22.80507236	199.8328595	170.5586768	140.5498335	145.2833434	124.1635083	110.2154246	74.41054659	179.0325451
YDR017C	42.6315507	54.33070707	136.0165154	142.3662697	112.9933815	73.21636714	71.43698896	96.31967699	100.4202667	98.71591647
YDR018C	0.519540529	104.6243346	649.1893657	773.9384789	603.5814973	273.7330362	138.2429777	156.2679162	150.9843492	161.9946422
YDR019C	730.373076	840.6003543	1229.725255	1205.248002	954.5215073	644.3407936	614.151641	1274.783641	613.6900225	845.8230477
YDR020C	53.19314489	12.04493259	30.92416639	30.72626016	28.38361386	22.80452956	21.85977259	18.87968827	23.4904591	28.77896086
YDR021W	49.86495311	29.25650731	35.92369123	34.60232642	29.37186924	41.45688303	66.1660801	27.33828544	19.24410688	19.71611266
YDR022C	55.18283587	48.31583127	127.821407	155.2978098	89.33252131	93.45365159	94.22269315	158.4062733	247.8901903	219.337956
YDR023W	1942.448279	766.3894239	406.8429341	433.537253	459.4557448	461.1103424	556.6719163	700.9918868	543.8740815	443.6717797
YDR024W	11.61154917	20.931229	5.340506691	5.408837532	1.084043348	2.754128593	7.104078671	11.71728905	125.1539818	12.92801139
YDR025W	8107.623364	530.5924683	675.8956963	650.1264791	639.8743897	658.3171463	898.4758184	2354.770267	3492.032825	1839.472754
YDR026C	44.13925818	19.40086691	35.34329882	40.16871721	44.31100962	38.12127176	22.27814145	31.22058553	20.95547028	49.97456232
YDR027C	37.60995693	50.1318401	65.83555662	90.8187341	86.1509185	54.17191555	31.43010438	55.59561843	67.90736565	52.45268844
YDR028C	111.0374145	111.8458026	174.2125398	179.3894838	184.1036053	189.6562033	172.0392492	182.6160323	202.5084084	171.5970013
YDR029W	0	0	0	0	0	0	0	0	0	0
YDR030C	7.019664646	37.75480409	50.37704348	47.40229689	37.40172146	19.94811004	17.73102182	30.96540247	28.45124631	52.34636061
YDR031W	113.9525561	176.0685734	141.3205404	104.9950815	58.5117711	64.35300471	81.33705759	106.2290957	199.9877774	160.2593115
YDR032C	1217.919099	2140.364333	4981.066723	4047.472407	2320.509852	2197.292002	3273.716879	4146.183458	3927.302929	5519.48161
YDR033W	1000.424481	147.740502	254.6698683	164.062082	141.1129118	130.4078364	295.3148982	314.3321742	231.4407538	433.8106231
YDR034C-A	0	0	0	0	0	0	0	0	0	0
YDR034C-C	0	0	0	0	0	0	0	0	0	0
YDR034C-D	0	0	0	0	0	0	0	0	0	0
YDR034C	48.14004593	45.47704119	64.13629907	32.17942641	20.6087748	31.67069275	62.03783357	98.66534883	131.2892376	96.92169588
YDR034W-B	115.9874232	1496.582874	5265.301509	8586.19153	5801.071656	3971.223921	11214.39869	4730.001067	1713.928269	3709.573795
YDR035W	2958.592372	469.0145758	917.3556471	691.591534	499.0614376	479.8644054	1002.617918	993.2500006	812.528957	1842.884244
YDR036C	88.73881855	159.1258298	175.0459322	186.7791921	245.0963413	194.6002753	144.3215982	117.2784516	100.4214309	231.0123458
YDR037W	2893.666357	606.2580972	532.2148699	375.4981441	223.8549513	157.673862	267.4389616	298.0097181	229.1125312	558.1158601
YDR038C	1.184474863	101.3145122	143.6375855	119.3274325	76.71376347	71.88566799	68.23096455	106.5989115	39.49350292	85.59158523
YDR039C	0	0	0	0	0	0	0	0	0	0
YDR040C	7.015735729	475.4602307	604.6492283	430.1337683	217.1267028	166.671881	159.442497	301.4571369	170.7196422	369.2328406
YDR041W	313.7234191	155.7003921	139.560646	98.94645181	135.6409239	184.077573	138.0276155	139.6310278	117.1380419	96.77149029
YDR042C	14.57009794	23.62403905	19.51424096	33.85752997	1408.867055	9313.636156	9881.943511	2061.910559	139.2805525	11.82655535
YDR043C	109.6524596	651.4774504	211.1861806	139.4816735	110.0482968	126.3261625	279.1282986	261.3471313	250.5364858	369.9247112
YDR044W	545.5814474	83.02817607	1621.610722	1594.486795	935.3768012	428.6784815	308.2170054	314.1472185	325.7174077	1744.477803
YDR045C	435.7746101	42.28962594	177.2857489	98.07232888	52.80839738	67.80402299	91.16900961	98.20204153	86.7042178	85.53872198
YDR046C	213.3792918	252.1714732	14.52321125	14.03523996	7.022191909	5.385851471	11.43230438	34.56166295	81.91081389	10.81114403
YDR047W	409.4888188	145.8560568	425.5414601	475.457319	355.6831557	206.2973465	159.6881591	362.7964198	236.7642304	188.3597572
YDR048C	0	10.06106134	1.123077142	4.89977047	2.735615272	1.544472113	1.991927941	6.570871897	20.37611316	22.89418735
YDR049W	81.89925028	27.90180142	69.45490125	110.7444043	97.86630166	63.39138396	25.54899419	62.68590351	52.74078231	68.09433457
YDR050C	24424.37619	7039.447828	2788.811428	2745.185812	2753.096132	2767.201684	3952.998396	11729.00634	24492.95804	12741.665
YDR051C	165.5800407	48.8680122	133.3431274	96.70658089	82.9224333	54.17910111	48.37539286	104.2578341	193.0519928	140.8537622
YDR052C	52.472835	109.8638523	320.6672159	325.7146689	307.3207502	179.7675351	85.8928052	88.05927593	70.79583844	91.76057135
YDR053W	0	0	0	0	0	2.344288029	0.755865513	0	0	0
YDR054C	376.184991	878.429078	1253.45175	1411.549818	1738.057304	1149.176787	821.7244042	802.5748641	615.67197	971.240276
YDR055W	221.546751	499.0286423	348.3785296	305.1857036	255.5064664	181.9388149	340.0220995	887.8562107	340.0546886	688.1992718
YDR056C	267.8147631	349.4325604	357.2109879	292.6879019	251.2794996	257.6196092	208.9114748	317.0975599	290.730862	234.3577028
YDR057W	54.90639413	58.86586556	106.5956967	73.71738801	55.87175997	41.4172493	35.61094885	67.70636453	100.4520302	69.95202943
YDR058C	29.27027034	33.4276305	57.83664372	60.27242084	48.22227355	49.60421835	72.24794014	46.9378569	22.5663794	30.10921219
YDR059C	194.5900792	951.3162453	4374.211349	5478.816988	7932.365348	6381.84258	4708.631989	1703.282057	1649.921101	2151.16624
YDR060W	219.7170983	73.95780177	37.29263613	25.96349547	23.65337327	35.10373247	68.83635673	97.71395981	80.34318975	37.04375096
YDR061W	76.63622453	36.18112442	43.32486053	63.61625067	76.61476361	61.34821441	33.6999732	46.18564766	44.77955639	37.04895896
YDR062W	270.4946547	272.966618	662.4186647	536.023783	527.8341066	319.2383964	270.6835289	308.9400896	163.3263683	273.0512004
YDR063W	293.772194	101.964987	348.8018433	382.1551749	253.9913564	163.5952384	93.77383846	201.9279479	269.4174963	367.4957343
YDR064W	17246.79336	1503.061587	1429.753776	1824.130458	1925.396491	1569.394277	1808.580028	6123.455256	7589.759121	3916.336924
YDR065W	22.58349584	7.414944048	15.72632588	23.21423045	140.6812555	204.1292189	131.1448512	43.90709776	33.92747166	15.4668101
YDR066C	20.41764927	7.247374691	43.14646649	27.89982298	26.71217549	34.11799979	29.17555473	43.54594765	43.48950707	41.22893909
YDR067C	69.56267535	77.1757022	108.9658749	105.9340619	83.93668323	96.6990223	77.63660609	76.28622007	134.2393797	120.5574402
YDR068W	151.4268866	172.185949	231.2860545	236.790921	400.030184	534.8123401	307.9467122	255.2717582	253.1439562	267.7390702
YDR069C	16.7994318	115.973976	47.67815366	44.73770581	33.49897128	22.57960333	24.64104906	37.68652217	39.8885567	38.19063447
YDR070C	19.79870666	1115.214265	4444.12249	3233.75392	3365.361301	4828.979903	4965.014983	16615.33755	22208.73956	23018.09441
YDR071C	718.9232691	348.0425288	550.5689805	614.3433141	543.4649642	496.8800254	412.4564745	469.5499214	469.9142377	474.6217939
YDR072C	84.02238528	316.4877168	68.96533752	40.28945122	26.70096927	36.69641418	75.15802916	22.428921	12.50109305	42.13792357
YDR073W	67.94686574	275.7678587	155.6438431	235.8331553	169.0597023	53.27309607	98.15297101	51.80513495	76.69752741	84.60895326
YDR074W	202.5864468	2017.059244	939.376554	864.0325005	397.620796	290.4030233	324.2447583	977.576409	1065.77682	1326.035508
YDR075W	59.4828963	39.94833177	131.7964058	79.87861103	73.48613574	113.1098695	129.7682468	114.7969973	105.8758821	138.3751618
YDR076W	13.12410391	12.15386608	58.21428289	34.89888196	20.82931869	19.67505818	23.18768831	43.29644273	62.15796795	39.97609071
YDR077W	3169.749134	25135.58252	29384.63222	35745.73041	27669.98609	8619.724182	11291.84764	21274.09183	22675.86744	53963.38234
YDR078C	19.63048235	12.57632667	56.15385712	46.95613367	47.11337413	34.75062254	38.17861887	25.18834227	62.26034578	36.72609221
YDR079C-A	156.6463709	40.33916102	176.5138226	177.3690496	143.3187121	113.9412446	148.5489658	158.0728617	210.5958866	139.5249531
YDR079W	253.7390767	55.7732748	186.7726117	162.3239177	165.1280813	112.7296765	118.7037493	185.7699761	165.2483091	173.4483542
YDR080W	36.82775817	61.33536368	57.41386682	59.25337182	58.76714502	47.88496531	35.30263685	45.43730987	52.44807817	60.31422052
YDR081C	35.14525382	39.17262016	52.99907641	61.00762775	56.37803144	52.45409152	70.26712693	50.92063089	48.85369296	64.32988681
YDR082W	2.678812349	8.118894432	9.465597435	6.652641943	8.176065335	19.66432321	30.71939504	28.7510302	41.81736305	12.72704297
YDR083W	192.9905029	94.00214144	30.19963469	23.28845329	21.19551779	28.50855362	59.91804691	73.0723234	63.97504699	36.25935973
YDR084C	193.1767141	144.9072306	274.7171477	158.6592343	116.6942552	83.14408209	115.2274983	123.4958868	152.883738	129.1931711
YDR085C	8.613480588	43.39983613	199.6591968	318.3744368	351.3058015	234.3819951	162.4117287	176.1999526	101.5038582	243.8173813
YDR086C	2843.743414	140.195117	2142.407732	1433.785293	1308.760203	1627.012754	1436.3923	1552.880152	1618.397841	1043.186783
YDR087C	429.1605366	102.3586742	117.944781	131.39925	123.296328	156.1169109	142.5112925	147.0708277	152.3182205	34.93794421
YDR088C	51.12393307	84.81225258	59.43336613	58.84159618	41.42359581	40.50516396	51.30723485	66.46898514	59.90589744	79.3412884
YDR089W	42.97639258	11.06716747	7.973847711	7.909629473	28.90633471	39.38403888	32.26923265	18.39844131	24.22493454	9.501087751
YDR090C	41.28472577	108.7355254	320.5015165	353.9164105	188.845194	100.6029859	52.36511598	55.27661307	83.98630836	124.7182491
YDR091C	582.0618072	78.40453571	135.1696751	147.9854276	138.7004936	140.1955883	218.4695161	269.1156923	224.133401	110.0203689
YDR092W	379.7608639	322.2918342	1367.807385	1404.844638	1245.929851	674.0352923	538.8982663	480.9976301	710.8830526	941.0536115
YDR093W	42.42946936	23.62107307	22.17248972	13.66979278	9.877179644	16.39971487	14.77377817	12.83238071	8.214684668	12.94894087
YDR094W	29.72675376	74.3643664	7.263379345	4.526961848	5.897431474	18.5504531	14.72294565	9.713462804	2.091750748	10.57611916
YDR095C	0	0	0	0	0	0	0	0	0	0
YDR096W	42.08337663	164.196521	131.5733004	129.6019288	475.3300883	975.8239577	1373.474154	346.4764429	210.0356808	122.6539734
YDR097C	57.58191305	56.29011626	335.637527	165.940305	92.33913147	88.66507527	99.26250889	76.448844	81.50815505	79.87693985
YDR098C-A	0.232003847	0	0.226749542	0	0	0.311829286	0	0	0	0.231117093
YDR098C-B	0.056263606	0	0.054989376	0	0	0.075622194	0	0	0	0.056048558
YDR098C	615.7844357	159.1425397	473.7190052	706.5853211	670.4828483	539.4330138	290.8888755	360.7309861	336.410139	351.1589639
YDR099W	1933.783241	4401.018411	9235.245343	12124.73241	9105.327836	3780.660175	2805.055759	3831.519555	4099.070828	6352.978631
YDR100W	227.6425487	131.0372101	658.2228333	746.5940581	565.6914108	258.3254163	209.594192	277.4603649	324.3563175	298.963007
YDR101C	285.0231928	115.4655776	34.25972259	16.79189631	11.74789485	28.81758943	63.27147419	71.42102746	102.2552717	21.86713975
YDR102C	0	0	1.0490281	0.653815526	0	0	0.930296016	1.227525519	0	0
YDR103W	12.0732425	3.809310528	13.81960181	14.84117559	25.72128242	49.70517157	46.00510635	32.34215343	54.43210631	68.58695716
YDR104C	3.903758039	18.83371596	27.33034792	30.67066764	184.6056853	249.0681741	167.6566429	64.23482845	41.59615271	29.20596168
YDR105C	51.63363145	67.81243984	56.77229167	35.77695839	68.97285495	93.68890307	59.11068103	30.50968713	66.54900396	46.50696979
YDR106W	8.845912709	14.52209797	20.89347288	18.6349761	77.50909937	91.15299565	74.43421297	18.9687434	21.05958866	16.15552089
YDR107C	32.90688559	24.88302306	80.25787879	65.60182734	35.84647475	21.31040389	33.96648947	31.13365643	49.80480953	40.23136292
YDR108W	25.46131171	15.74356063	48.64462262	55.5540986	47.71546913	42.34219202	46.62988899	28.95441637	26.3579078	40.69703113
YDR109C	25.26041884	24.57443142	52.53128789	41.37449859	91.65228274	93.17871268	27.12427739	56.81538373	66.35898923	65.98525838
YDR110W	59.99695823	25.79641412	32.63493817	18.70844719	16.86212582	36.72003625	58.19197166	43.29327663	45.38372554	35.04233704
YDR111C	28.22127121	432.8524237	471.8304831	717.9899313	466.1664071	173.7847617	256.2260178	312.9108443	88.72795179	194.0024349
YDR112W	0	0	0	1.43366778	0	0	0	0	0	0
YDR113C	77.25597022	16.91054095	521.5329137	439.6743187	962.9520312	1313.542992	705.713623	204.1610734	47.83845777	101.1483306
YDR114C	0	0	0	0	0	0	0	0	0	0
YDR115W	601.9420737	144.1890476	249.7540738	283.6495031	533.5510096	973.9153801	889.8822267	414.3469569	257.3339873	141.4248492
YDR116C	411.6245393	135.0300337	62.08589992	61.73395018	84.50240157	164.3469292	97.06904487	81.04898757	68.72895313	74.98707042
YDR117C	70.1246499	22.71109541	82.34870586	84.88704911	202.574148	294.5387523	213.8130344	91.65523876	63.44211058	68.25277191
YDR118W-A	5.140716816	0	35.17004735	25.05145804	44.87368911	96.73272708	49.01191118	29.39600585	30.38543191	5.121068224
YDR118W	22.99110475	16.21213675	104.3592378	88.91684575	295.9549655	424.7420307	301.0470242	78.17572868	30.40143267	33.66313567
YDR119W-A	1764.359637	3475.347464	8071.579318	7808.059763	11418.57455	15591.61029	12815.61937	9292.890531	13720.63875	23563.23345
YDR119W	153.7479271	19.98107976	54.67691322	41.62421834	55.46712585	59.94366399	49.50565904	79.04346567	61.92029049	56.50951785
YDR120C	252.2496562	52.770358	74.84463279	69.10747046	55.70526924	36.21520817	65.45164315	125.4905353	162.0556369	74.52037208
YDR121W	225.52729	134.5243033	379.164724	347.289911	353.5808353	263.297788	283.9336612	164.4194575	128.6544224	118.0722696
YDR122W	52.34184394	133.393306	176.946446	189.3093136	164.8829932	191.5810504	255.4290181	209.0857725	297.7772327	211.7328935
YDR123C	30.84430089	24.00533933	74.69448152	50.93796469	35.62698954	30.40171423	35.9420682	56.44033124	162.7308687	161.4843513
YDR124W	3.842896505	0	0.938966135	3.121165264	6.099076672	4.734693199	1.110254918	3.662453188	1.261908648	8.932486213
YDR125C	11.47777556	24.63105454	27.49468811	23.16826952	13.75161441	12.40203989	15.01977923	21.87767256	10.64190242	21.29845194
YDR126W	9.551678878	4.046641389	18.9718552	13.32587417	7.335245998	5.797860614	6.142301459	10.21905314	18.21208853	12.8915219
YDR127W	2258.943678	328.6677494	385.8009774	228.4328937	167.1212767	160.3977109	343.9154363	508.7588654	390.2788278	843.20722
YDR128W	19.37899979	24.99670243	57.91954528	74.25294323	66.52463888	35.4654026	24.59475243	29.38559097	45.51086392	38.26512979
YDR129C	705.507685	1469.472109	882.9044816	805.838655	564.5847399	396.5797816	533.080523	548.6625298	576.705418	939.7365691
YDR130C	93.72358342	116.3310217	240.0577392	330.0782875	344.8015082	333.9920944	248.0572764	125.667925	40.32772397	92.64991444
YDR131C	10.3675909	14.33279688	51.90833273	56.83811954	61.19899094	34.71467114	31.68723359	20.80164288	18.27652608	31.34627794
YDR132C	28.11194511	67.37317859	75.00550915	79.62127014	99.65455634	85.77336199	81.45562473	36.60914342	37.59878024	54.78251974
YDR133C	2136.610427	1140.253618	6913.00776	8063.731629	13890.27652	112199.3833	156356.9543	60654.55489	2387.472009	5292.730698
YDR134C	4559.985757	2042.56175	12478.64007	14353.08796	24325.68635	161459.37	243828.7714	83224.70847	3732.720565	10984.47973
YDR135C	69.33782347	32.29829349	32.22465664	18.93093136	11.39839697	10.70599987	9.563517672	35.69178144	36.66156725	25.75596077
YDR136C	1.142381515	0	3.34952832	3.131432255	0.906539174	3.070880225	0.99013962	0	0	3.983053063
YDR137W	26.39007732	21.24696183	61.21991162	42.68278313	32.014628	19.1620065	15.9060395	51.5160438	63.94780857	53.78712029
YDR138W	33.17971522	11.08363851	43.88887414	35.38988377	41.02800895	27.76046397	25.0621493	46.17539037	42.53131397	53.09702387
YDR139C	330.0694728	117.9572708	177.7560029	177.4658245	136.3091058	165.2318873	100.7125636	252.2988226	102.8564333	313.7095758
YDR140W	114.1137337	23.28488205	115.7825816	138.1395685	133.5305276	87.08681865	67.47409375	70.7832537	99.07857006	105.9706197
YDR141C	29.5522327	76.14707381	87.44483313	97.98081807	91.17359813	53.48160134	27.02568106	41.1158905	38.62575353	39.05920171
